1,2,3,4,5,6,7
-0.333127975,-0.619993925,0.404157817,-0.721866608,0.881263494,-0.462012559,-1.004516006
-2.213687658,0.12400502,0.311273813,-0.393333226,-0.88649714,-0.076524884,-0.24807325
2.363466263,2.938873768,0.130461305,0.905061841,1.002609372,-0.008643004,-0.010946929
0.884977341,-0.365949333,0.114506498,-1.208563089,-0.046849176,-0.171269149,-0.10160128
2.235090733,1.126286983,0.11295481,-0.380736858,-0.74275893,-0.119380414,0.14768669
-1.684186101,-1.052118063,0.306049228,-0.772500634,-0.93804878,-0.046907082,0.300541073
-0.186579019,1.628766298,-0.229530782,0.696820617,-0.514177144,-0.010308822,0.261655837
0.861133277,-2.029212475,-0.078809597,-0.790808797,0.604849815,0.243654549,-0.190272257
2.531419277,-1.775679827,0.033373594,-1.232173681,-0.114084773,0.0264709,-0.015690818
-0.460083127,-1.026522636,0.126226112,0.975982606,-0.370062709,-0.07879135,-0.019501138
1.670613289,-0.416424185,0.593447626,0.340395153,1.42081511,-0.088359848,0.553597033
-0.2663396,-0.448158532,-1.199584723,-0.282401562,-0.691198647,0.547168016,0.042147908
-0.278944194,-0.534531653,0.101754293,-0.02161777,0.676258147,0.131181985,-0.489272773
-2.182940722,-0.016935289,-0.232122034,-1.050042391,-1.774507642,0.020772874,-0.009445652
2.331596613,3.009263039,0.585154712,-0.86331737,1.085926652,0.264321178,-0.143519431
0.755304575,-0.488331378,0.317211926,0.942924857,0.072059467,-0.538974047,-0.197053745
2.229528904,1.127318621,0.393673509,-0.74106127,-0.62578994,-0.416716486,-0.15652293
-1.675488353,-1.062558889,0.315229535,0.097226985,-0.228044301,0.116994217,-0.379704833
-0.171687096,1.634257078,-0.374389023,-0.468313545,-0.094037727,0.224222779,0.143021896
0.849031329,-2.029011488,0.066199876,0.934782505,0.396653295,0.19119364,-0.641697824
2.530754566,-1.781246901,0.014366105,1.027463198,0.318149656,0.243911952,0.50330013
-0.447993428,-1.032177567,-0.010025889,-0.186467081,-0.300428897,-0.75201261,-0.30031541
1.663794756,-0.423030585,0.721436977,0.495391101,0.486250341,0.169209987,0.28165251
-0.255221605,-0.450946182,-1.345128417,-0.23217319,-0.46764946,0.42293632,0.114348724
-0.272209138,-0.540572643,0.146403611,0.457202852,-0.511591434,-0.027423382,-0.675900459
-2.178059101,-0.007755116,-0.020321578,1.504117012,-0.493904173,0.051799864,-0.240937591
2.326430082,3.00835681,-0.095397063,0.397430241,0.588035166,0.374230087,0.200796753
0.738718212,-0.480780959,0.200000957,0.127479792,-0.943322659,-0.523571968,0.020127475
2.175667286,1.126851559,0.233124286,-0.349172026,-0.497873604,0.08721137,-0.002519764
-1.59475112,-1.062268257,0.324273586,0.213991553,-0.874680579,-0.430313587,0.326635242
-0.044549793,1.634008169,0.006809518,2.77526927,-0.775137186,-0.211608872,0.002911133
0.743252337,-2.028254509,-0.20610857,-1.324878097,0.22220999,0.79065156,-0.007059216
2.518015623,-1.781249762,0.147711709,-0.421975613,-0.129095361,0.760041177,-0.242898494
-0.343711495,-1.031818986,0.071684375,0.63176012,-0.539464831,-0.371232361,-0.014360242
1.600771427,-0.422991544,0.954759538,1.163908601,1.179113507,-0.4924196,0.628065646
-0.159699991,-0.450832546,-1.130527496,0.54171598,-0.815289438,-0.157615528,0.37535274
-0.214194715,-0.540500998,0.001195114,0.615428805,0.790650845,0.041783951,-0.186993107
-2.129894018,-0.007398888,-0.062162519,-0.511381269,-1.188964367,0.128721505,0.062507644
2.27554512,3.008084536,0.329499245,0.202355683,1.23543787,-0.026557352,-0.057809979
0.594111741,-0.480575144,0.136693105,0.433862478,-0.00651912,-0.064251423,-0.404663473
2.168739319,1.125958562,0.515753806,-0.498424023,-0.573149085,-0.12005657,-0.283271819
-1.584595323,-1.052173376,0.385586381,0.190806538,-0.469093233,-0.35012269,0.0236734
-0.029613063,1.628845215,0.277196288,-0.553050101,0.240236044,-0.058906488,-0.021235777
0.730749965,-2.028887272,0.026419226,1.106168151,-0.204308897,0.400669456,-0.015235379
2.515587091,-1.77542901,0.45709908,1.184190869,0.56401664,0.520187497,0.223502874
-0.331362724,-1.026564598,-0.252119541,-0.298083693,-0.127009168,-0.42959401,-0.330136448
1.592716336,-0.416441709,0.975042522,0.243471384,0.375885665,-0.100210547,0.104465403
-0.148334026,-0.448157787,-1.092045784,-0.088384047,0.179918319,0.212710291,-0.377060711
-0.207401186,-0.534310699,0.15775466,0.217036426,0.112022087,-0.413042456,-0.802415431
-2.123563051,-0.016975433,-0.002306014,1.505743623,-0.85021764,0.093684465,-0.358471125
2.268531084,3.009004593,-0.18607679,0.633154631,0.756706715,-0.220467955,0.226635844
0.576873004,-0.488216162,-0.146589339,-0.053859338,-0.435550451,-0.044012997,0.403725684
2.116178513,1.124495625,0.025224453,-0.143727094,-0.506991744,0.548870146,0.271089107
-1.508255124,-1.041778326,0.409718037,-0.77693516,-0.761381269,-0.121891305,0.199265927
0.076924622,1.622854471,0.15189983,0.791492701,-0.115562707,0.216059044,0.115859292
0.640847445,-2.028601408,-0.233026311,-1.084661007,0.088557959,0.20192343,-0.157117128
2.494015694,-1.769375801,0.178764895,-1.206759453,0.155875593,-0.18881011,-0.09543746
-0.24322179,-1.021615386,0.069272012,0.866379797,-0.169435427,0.299880028,0.049500559
1.532021761,-0.409432322,1.030789614,0.291589469,0.757782996,0.335020155,0.446822345
-0.066848978,-0.44527778,-1.088858128,-0.295845985,-0.009270204,-0.019323388,0.231715396
-0.158664584,-0.528106928,0.199061006,-0.251271874,0.001408696,-0.519141734,-0.440721393
-2.074691057,-0.026443869,0.010900602,-1.335437059,-1.297455072,0.058806509,-0.152128607
2.214162111,3.00907588,0.294758648,-0.635637939,0.881754756,0.549316645,0.040202677
0.4526214,-0.495210111,0.036560789,0.750538826,-0.372480631,-0.763676584,-0.395828903
2.109357357,1.123411536,0.390415937,-0.694890022,-0.488548905,-0.253401488,-0.295865446
-1.49855125,-1.031408787,0.446639895,0.182711571,-0.533078194,-0.029078782,-0.406930208
0.089772284,1.617161989,-0.319890916,-0.4605124,0.320030957,-0.2193878,-0.132787645
0.629918456,-2.028650284,0.062585689,0.946669042,-0.33872509,0.627288103,-0.023191862
2.490745306,-1.763366699,0.010619938,0.990344465,0.757520974,0.414266616,0.044625029
-0.232548743,-1.016017556,-0.034137152,-0.269078463,-0.247424826,-0.188096821,-0.310234725
1.524140239,-0.402843535,0.73091954,0.442389876,-0.173570007,-0.085213974,-0.283102691
-0.056913115,-0.442444831,-1.339673758,-0.243263468,0.615982771,-0.06011951,-0.11742574
-0.152729869,-0.522172809,0.193472952,0.316609025,-0.101314545,-0.249648124,-0.545574129
-2.068248987,-0.035577804,-0.002045035,1.523984551,-0.451503128,0.286096424,-0.596251309
2.206838846,3.009112835,-0.046636771,0.389160782,0.52952832,0.042764142,0.255708128
0.437455595,-0.502482235,0.141947344,0.10198012,-0.547641575,-0.145599648,-0.181820422
2.057948112,1.113506436,0.349113375,-1.167914748,-0.098705232,0.145217791,0.170166314
-1.425142884,-0.961555243,-0.124034867,-0.272457242,-0.983678222,-0.085671544,0.253065795
0.182914793,1.575968742,0.500195563,-0.121808939,-1.166766167,-0.003138893,0.07966546
0.550319552,-2.023869038,0.113932654,0.264296979,0.262400389,0.350916922,0.043317825
2.463271379,-1.721370697,0.533067167,-0.453850329,-0.256095856,0.173598737,-0.045676187
-0.154878557,-0.979814529,-0.425065458,0.054038197,-1.084742308,-0.22335586,0.026835624
1.464622736,-0.358084023,0.784157753,0.758863926,0.363587499,-0.217146397,0.288960636
0.01551294,-0.422813892,-0.940293789,-0.358822048,-0.488336205,0.057897381,0.157566935
-0.109916642,-0.48220098,0.132029593,0.438884676,0.797485769,-0.156599402,-0.107497945
-2.019314289,-0.095752567,0.040088728,0.823473573,-0.401569068,0.20874241,-0.002051979
2.150022745,3.00353241,-0.007438883,-0.867093444,0.828084588,-0.042554826,0.077335089
0.326430798,-0.548946023,-0.203787088,0.638137817,0.012763062,0.094324216,-0.344090521
2.050568342,1.111780524,0.110855728,0.254779816,-0.653982997,-0.272544354,-0.196798533
-1.414698958,-0.95137012,0.402537405,-0.848177016,-0.642464459,0.150793269,-0.109848663
0.195534617,1.569830656,0.16724427,0.723310113,0.172186449,0.456611454,0.063049637
0.539347947,-2.022973537,-0.297598451,-1.239517689,-0.115859091,0.30501765,-0.611540437
2.459111691,-1.714833021,0.288281441,-1.13284874,0.631008506,0.151786745,0.184735954
-0.14435567,-0.974941969,0.101140484,0.621176481,-0.265941799,0.086869836,-0.279586792
1.456114054,-0.351717651,1.059658408,0.199068755,0.077601627,0.260590643,-0.05469799
0.025390055,-0.420068234,-1.088583231,-0.366688848,0.419767082,0.096833885,-0.185157567
-0.104070693,-0.476292998,0.115402885,-0.415503144,-0.184195459,-0.418371856,-0.619378865
-2.012338877,-0.104320511,0.048393473,-1.605861306,-0.700486064,0.059804142,-0.098496675
2.14180851,3.002261877,0.272351354,-0.513836801,0.626465082,0.053982839,0.128619343
0.311185211,-0.555272996,0.056024924,0.552865148,-0.550963521,-0.190389186,-0.039036766
1.997825861,1.105388403,0.086840644,-0.782550156,-0.657763243,-0.154358596,0.277951241
-1.340574622,-0.914080501,0.30507642,-0.382931769,-1.144337893,-0.126712814,0.367654592
0.28240326,1.547172308,0.284789681,0.148290008,-1.123046517,0.116018459,0.011001539
0.464281619,-2.018716097,-0.153921291,-0.384701222,1.265771627,0.289227009,0.106371105
2.425985098,-1.691637039,0.456699193,-0.911426842,-0.484322757,0.025380075,-0.104610108
-0.071367785,-0.955171585,0.00624755,0.769697964,-0.838256717,0.089733809,0.050357874
1.394884467,-0.327733606,1.080282688,0.647204161,1.676985264,-0.093596667,0.429775
0.093996622,-0.40931946,-1.087597489,-0.256302655,-1.207964659,0.006958807,0.405298471
-0.063907743,-0.455140799,0.019377746,0.447562158,1.159265518,-0.339455396,-0.119699776
-1.961329103,-0.135549203,-0.253530085,-0.36934939,-1.867696404,0.064294279,-0.121721774
2.080644369,2.996626854,0.142929643,-1.427740574,0.974907517,0.069035731,0.061384022
0.205682278,-0.579142809,-0.126463324,0.768057227,0.378894269,-0.101195499,-0.23709479
1.990472198,1.104185343,0.694458008,-0.121582843,0.045276493,0.740680695,-0.254715532
-1.330422521,-0.907287359,0.20515129,-0.0284351,-0.475131065,-0.026996151,-0.397930741
0.293891549,1.542924643,-0.46411705,-0.752349257,0.060899567,0.33939594,-0.181978807
0.454282552,-2.017974615,0.421313763,1.180394053,0.066142835,0.308272541,-0.400441289
2.421085119,-1.687435865,0.069014415,1.421566963,0.181534976,-0.634910882,0.071793638
-0.061629206,-0.951699853,-0.181100026,-0.551015496,-0.080348685,-0.416174471,-0.548964083
1.386507154,-0.323504478,0.23975271,-0.082340375,0.885349035,-0.430610508,0.131682932
0.103075251,-0.40751937,-1.43870163,-0.094211906,-0.093309492,0.011032823,-0.033021297
-0.058541514,-0.451483995,-0.052109607,0.021044523,0.439045459,-0.284611017,-1.0658952
-1.954223394,-0.140990004,-0.406837493,1.273230195,-1.437003613,0.20420745,-0.137338117
2.072063684,2.995474577,0.135227412,1.217105746,0.589436412,0.246023551,0.047889829
0.191637099,-0.583371341,0.152092978,-0.183170274,-0.315371215,-0.256727636,0.021484345
1.941571832,1.098758698,0.327799857,-0.770503461,-0.40742901,0.035643712,-0.140463531
-1.262564063,-0.881416202,0.377539337,0.150111943,-0.547584414,0.243752718,0.18647173
0.368126273,1.526537418,0.120949581,-0.431765974,0.214721382,0.250468105,-0.108097807
0.389391363,-2.013754845,-0.091510028,0.925817192,-0.476709902,0.553978503,0.268460214
2.386908531,-1.670789719,0.236126527,0.888745248,0.75975734,0.010604978,-0.010446757
0.001122378,-0.938298106,-0.178638399,-0.229057431,-0.361298263,0.182624161,-0.111357272
1.329717875,-0.306616008,1.169702649,0.444794804,-0.299165696,0.093505085,0.549067497
0.162566468,-0.3999165,-1.021852374,-0.298095822,0.597330868,-0.182889998,0.34924069
-0.02408471,-0.436569035,0.115817934,0.339673579,0.061924636,-0.002493836,-0.146699607
-1.906550765,-0.162858337,-0.077917896,1.536977291,-0.218982071,0.016667992,0.085231945
2.013372183,2.990219355,-0.148522004,0.280421555,0.564502001,0.107834183,0.024795592
0.099900305,-0.599630535,-0.029960692,0.118695736,-0.479433447,0.096656069,-0.121824443
1.933552861,1.096401453,0.396107197,-0.479035646,-0.770659924,-0.151312917,-0.459531724
-1.251643419,-0.868967056,0.255460739,-0.573469579,-1.148986578,-0.016840681,-0.308047712
0.379756987,1.518965006,-0.145277381,0.289335102,-1.024836421,-0.244092524,-0.112966962
0.3790766,-2.012164593,-0.181404904,-0.345803171,0.957685351,0.433413386,-0.472790539
2.381135941,-1.662830591,0.105126344,-1.102022886,-0.489448458,0.130738944,0.107354768
0.01105541,-0.931663752,0.058217183,0.777906001,-0.610118032,-0.404875576,-0.264260292
1.320503473,-0.298527598,0.805980742,0.543228745,1.862828374,-0.107523307,0.035318956
0.171936169,-0.396301925,-1.205113888,-0.378863692,-1.212139487,0.144676179,0.00114603
-0.018617436,-0.429456443,-0.265867114,0.621329665,1.083410382,-0.29649663,-0.760069728
-1.898746133,-0.173190802,-0.129065752,-0.473161906,-2.013112307,0.46625182,-0.112422623
2.003718138,2.987952471,0.489412993,-1.40617013,1.264257908,-0.267070293,0.5446738
0.085386798,-0.607591212,0.166809127,0.802208304,0.372041643,-0.853798568,-0.176846519
1.882012248,1.079834223,0.112910345,0.426060021,-0.615521669,0.114717275,0.173686773
-1.181125164,-0.795063257,0.277092397,-0.741825461,-0.625189304,0.503982008,0.50709343
0.45279789,1.472080946,-0.085945487,0.634283423,0.210798636,0.054723784,0.008357581
0.314677179,-1.999044418,0.017203707,-1.334897995,-0.217016548,-0.33033222,-0.233498767
2.342024088,-1.614483118,0.184238136,-1.023717046,0.709609866,0.015230298,0.062416144
0.073365621,-0.892591476,0.017624915,0.421936631,-0.293641418,0.072369576,-0.05172744
1.260723233,-0.250883073,0.645867944,0.139306217,-0.09120205,-0.029283881,0.549201488
0.231292784,-0.374812335,-1.211024761,-0.374725461,0.53301698,0.04844258,0.027647791
0.015439026,-0.387536079,-0.137363136,-0.517982364,-0.191310406,-0.701008141,-0.673298895
-1.848076463,-0.233837336,-0.498288691,-1.786744118,-0.538485825,0.098623306,-0.004501551
1.940056562,2.97045207,0.563300073,-0.585898638,0.589810133,0.213426501,0.062368512
-0.006146472,-0.653264403,0.019183815,0.432671279,-0.570463479,0.060095027,-0.097023331
1.8747015,1.079938531,0.405543745,-1.060182333,-0.113159552,0.168351054,-0.406170398
-1.171193361,-0.796413183,-0.136068389,0.078400247,-0.721217155,0.549424708,-0.225606397
0.46269089,1.472709179,0.218013778,-0.202404559,-0.218465328,0.553043485,-0.01915805
0.305818856,-1.99904561,-0.118018359,0.601207852,-0.396182477,0.31326896,-0.949800313
2.336374044,-1.615367413,0.162721083,0.281098068,0.482499391,-0.154564738,0.333497971
0.081781678,-0.893332839,-0.341484189,-0.203717753,-0.679374576,-0.586828232,-0.231628418
1.252287626,-0.251605541,1.223775864,0.685314178,-0.318253607,0.279410094,0.083372556
0.23933132,-0.375135779,-0.772237182,-0.388975441,0.432038844,-0.227557346,0.098932251
0.020107217,-0.388289005,0.019919682,0.311136067,0.430420816,-0.657584608,-0.869627893
-1.840945125,-0.232851148,0.082754448,1.410726547,-0.078988373,-0.044221103,-0.291966766
1.931035876,2.970571518,-0.158231258,-0.325267017,0.55216217,0.087893568,0.222771257
-0.0187061,-0.652401805,0.108048394,0.297344595,-0.249682963,-0.560795784,0.043638989
1.817879319,1.084323525,0.549377024,0.156359509,-0.637905598,0.143256053,0.509629667
-1.094636679,-0.813467503,0.504458249,0.207300127,-0.873338163,-0.317534208,0.477286875
0.537954926,1.484046698,-0.262013316,-1.340741754,-0.665536821,-0.077646986,-0.245429918
0.238511562,-2.002943516,0.046214808,1.335886121,0.234535083,0.565133274,-0.102851376
2.290731192,-1.626545906,-0.090644225,0.869389594,-0.110047743,0.100105733,-0.028658651
0.146568805,-0.902486563,-0.252839327,-1.105763793,-0.412443757,-0.287049502,0.02143408
1.186685324,-0.262826353,0.797490001,-0.509280622,1.294092655,0.202765733,0.325823665
0.301279008,-0.380233288,-1.133520484,-0.098486081,-0.785112679,0.156315699,0.408572465
0.055519976,-0.398035616,0.211576134,-1.494850397,0.793832421,0.228015423,-0.163890943
-1.784998536,-0.218805656,0.068846092,1.130514503,-1.367990255,0.260225624,0.080022261
1.859561086,2.975356579,-0.022003796,0.970992327,1.297796488,0.111890219,-0.111173764
-0.114451595,-0.641959429,0.196469799,-0.165256366,0.046515442,-0.455332041,-0.211992264
1.810532212,1.083276749,0.193210945,-1.030860186,0.022212029,0.052313074,-0.21481654
-1.084830284,-0.809566617,0.332654476,0.029294878,-0.654560089,-0.238162294,0.015358895
0.547360301,1.481479168,0.140264347,-0.086529136,-0.192654982,-0.460809261,0.236078024
0.229990795,-2.001914024,0.041128855,0.578352332,-0.468578756,0.884846568,-0.537626863
2.28474474,-1.624012232,0.315037757,0.409348786,0.441399604,0.238128573,0.097557843
0.154650062,-0.900497437,-0.16894272,-0.15592882,-0.649925172,-0.04056941,-0.408986688
1.178177357,-0.260127366,0.967125297,0.72822243,-0.346051246,-0.482626975,0.30969125
0.309098154,-0.379098207,-1.132501602,-0.31920743,0.442062855,0.391627669,-0.352192312
0.05998946,-0.395652235,0.05130462,0.443239272,0.496287584,-0.07971286,-0.632850826
-1.777768016,-0.222106397,-0.31403923,1.359917521,-0.012643456,0.450861663,-0.204948425
1.850208044,2.974374771,0.027048014,-0.322023511,0.532025039,-0.191060916,0.030805171
-0.126536131,-0.644284248,-0.165722817,0.308744639,-0.227990195,-0.415404558,0.247624904
1.756998539,1.067089677,0.102660239,-0.012577899,-0.853111506,0.450721443,0.026530333
-1.013673306,-0.74683392,0.013518661,-0.7730937,-0.588616729,0.224756688,0.409043252
0.61419028,1.440551996,0.548967719,0.755974531,0.093363613,-0.235544622,0.204665869
0.169487178,-1.987766266,-0.094353631,-1.135868907,0.000596792,0.456008017,0.042346463
2.239748716,-1.581888914,0.514575243,-1.220299363,0.516371131,0.001276985,0.09547855
0.212622225,-0.867069244,-0.110518575,0.859499753,-0.196630001,0.517418802,0.190130889
1.116608858,-0.219337702,1.014842749,0.336988121,0.483190775,0.042481393,0.324439228
0.364787877,-0.360350728,-1.010455608,-0.367440164,0.029586516,-0.085524514,0.176684648
0.091681652,-0.359813809,0.076238476,-0.2098248,0.060581073,-0.145938694,-0.082841657
-1.724980712,-0.273132622,-0.043935522,-1.338146687,-0.923371434,0.107922286,-0.35659188
1.781829238,2.956192732,0.152537227,-0.667062044,0.865189314,0.320899874,-0.368217915
-0.212727636,-0.682073116,-0.239872307,0.681893229,-0.40482679,-0.182106018,0.081552476
1.750184298,1.064259768,0.3620601,-0.723393619,-0.39474237,-0.125563294,-0.164938807
-1.004758,-0.736702085,0.28941071,0.12592566,-0.519466281,-0.08673051,-0.471571624
0.622361422,1.434190035,0.074441418,-0.470427513,0.24865815,-0.235145643,-0.091770872
0.162039489,-1.985767603,-0.137501761,0.912526906,-0.365579605,0.667961359,-0.927831709
2.233839512,-1.575057745,0.1366494,1.04016602,0.721593857,0.420305997,0.245816141
0.219778329,-0.86155057,-0.175231457,-0.198627532,-0.304112881,-0.33788389,-0.289605677
1.108882546,-0.212666601,1.169878125,0.481751055,-0.164915591,-0.323808402,0.12053854
0.37161988,-0.357393026,-0.961665154,-0.200712755,0.53847611,-0.193519637,-0.002708323
0.095601417,-0.354058325,0.105888665,0.391230822,0.036717176,-0.06060762,-0.88529712
-1.71827209,-0.281186342,0.008477047,1.474736929,-0.38543874,0.081278265,-0.132254362
1.773070574,2.953480244,-0.08073777,0.35188809,0.530700922,-0.112156935,0.182779014
-0.223339513,-0.688167095,0.092173442,0.087505758,-0.499537528,-0.522609055,-0.08181043
1.67183125,1.052867413,0.175163284,-0.797181547,-0.338687539,-0.290747315,0.016364753
-0.902268648,-0.696487665,0.1922324,0.122286342,-0.553081036,-0.169675544,0.217852026
0.714480817,1.407355547,0.412273824,-0.399690568,0.200839549,0.11931245,-0.111914337
0.07754425,-1.975286961,-0.230995178,0.825221539,-0.461275101,0.232546329,0.026983082
2.165217638,-1.54782939,0.212440997,0.837551713,0.723690331,0.013009459,-0.217109203
0.300482213,-0.839401841,-0.240562081,-0.187501729,-0.353938967,-0.312423199,0.216312081
1.019376874,-0.186442673,1.225182533,0.54736954,-0.259151131,-0.104215294,0.122275643
0.44929409,-0.345273525,-0.878073215,-0.301170766,0.588553011,0.531304479,0.584041655
0.139700681,-0.331268549,0.169102758,0.385354996,0.076146409,-0.015413322,-0.177698329
-1.641056776,-0.313400269,0.318171859,1.486557961,-0.277356118,0.053156883,-0.302974731
1.671613812,2.940086842,0.033273913,0.183616996,0.544024408,0.148719519,-0.091447681
-0.343769282,-0.712369859,-0.164423347,0.116439909,-0.477864206,-0.257529855,-0.140377864
1.668332696,1.04962492,0.035352983,-0.804032505,-0.192538515,-0.286067873,0.091195397
-0.897633672,-0.68636179,0.240769506,-0.496064633,-0.924958944,0.163973883,-0.132330403
0.718510747,1.400496244,0.086323455,0.225477159,-1.151498556,0.324851662,-0.045834862
0.073715746,-1.972392321,-0.21363692,0.028689466,0.704226553,-0.067059815,-0.55118978
2.162221193,-1.540639877,0.234230235,-0.935406983,-0.449709684,0.412554622,0.095343694
0.30397892,-0.833999991,-0.026648536,0.39545691,-0.843055308,-0.248753503,-0.539473414
