1,2,3,4,5,6,a,b,c,d,e,f
22.776205,21.926445,21.63014,21.518856,19.579828,20.593987,0.007498555,0.00641281,0.006321307,0.006869839,0.002434651,0.012051055
22.776205,21.926445,21.63014,21.518856,19.579828,20.593987,0.007498555,0.00641281,0.006321307,0.006869839,0.002434651,0.012051055
22.783281,21.933361,21.63517,21.523727,19.579515,20.601057,0.007931195,0.006834541,0.006633004,0.007208311,0.002267315,0.013014137
22.783281,21.933361,21.63517,21.523727,19.579515,20.601057,0.007931195,0.006834541,0.006633004,0.007208311,0.002267315,0.013014137
22.783281,21.933361,21.63517,21.523727,19.579515,20.601057,0.007931195,0.006834541,0.006633004,0.007208311,0.002267315,0.013014137
22.791615,21.940592,21.642086,21.529858,19.579672,20.606871,0.008440751,0.007275482,0.007061571,0.007634336,0.002351251,0.013806125
22.791615,21.940592,21.642086,21.529858,19.579672,20.606871,0.008440751,0.007275482,0.007061571,0.007634336,0.002351251,0.013806125
22.791615,21.940592,21.642086,21.529858,19.579672,20.606871,0.008440751,0.007275482,0.007061571,0.007634336,0.002351251,0.013806125
22.796961,21.944836,21.648687,21.536303,19.581871,20.612213,0.008767615,0.007534277,0.007470619,0.00808218,0.003526876,0.014533817
22.796961,21.944836,21.648687,21.536303,19.581871,20.612213,0.008767615,0.007534277,0.007470619,0.00808218,0.003526876,0.014533817
22.796961,21.944836,21.648687,21.536303,19.581871,20.612213,0.008767615,0.007534277,0.007470619,0.00808218,0.003526876,0.014533817
22.803879,21.952381,21.654974,21.542433,19.579828,20.619757,0.009190594,0.007994365,0.007860209,0.008508136,0.002434651,0.015561468
22.803879,21.952381,21.654974,21.542433,19.579828,20.619757,0.009190594,0.007994365,0.007860209,0.008508136,0.002434651,0.015561468
22.803879,21.952381,21.654974,21.542433,19.579828,20.619757,0.009190594,0.007994365,0.007860209,0.008508136,0.002434651,0.015561468
22.812056,21.958199,21.661734,21.548248,19.5814,20.625727,0.009690551,0.008349141,0.008279109,0.008912204,0.003275071,0.016374707
22.812056,21.958199,21.661734,21.548248,19.5814,20.625727,0.009690551,0.008349141,0.008279109,0.008912204,0.003275071,0.016374707
22.812056,21.958199,21.661734,21.548248,19.5814,20.625727,0.009690551,0.008349141,0.008279109,0.008912204,0.003275071,0.016374707
24.107328,23.155327,22.796804,22.619444,19.619886,21.047823,0.088885841,0.081348971,0.078616587,0.083346478,0.023850384,0.073873007
24.107328,23.155327,22.796804,22.619444,19.619886,21.047823,0.088885841,0.081348971,0.078616587,0.083346478,0.023850384,0.073873007
24.112991,23.160988,22.803408,22.624947,19.620672,21.049709,0.089232087,0.081694174,0.079025821,0.083728865,0.024270594,0.07412992
24.112991,23.160988,22.803408,22.624947,19.620672,21.049709,0.089232087,0.081694174,0.079025821,0.083728865,0.024270594,0.07412992
24.112991,23.160988,22.803408,22.624947,19.620672,21.049709,0.089232087,0.081694174,0.079025821,0.083728865,0.024270594,0.07412992
24.119755,23.167593,22.80954,22.631079,19.618629,21.054268,0.089645651,0.082096941,0.079405806,0.08415496,0.023178369,0.074750951
24.119755,23.167593,22.80954,22.631079,19.618629,21.054268,0.089645651,0.082096941,0.079405806,0.08415496,0.023178369,0.074750951
24.119755,23.167593,22.80954,22.631079,19.618629,21.054268,0.089645651,0.082096941,0.079405806,0.08415496,0.023178369,0.074750951
24.125889,23.17168,22.81473,22.634851,19.619572,21.058195,0.090020695,0.082346162,0.079727417,0.084417065,0.023682514,0.07528589
24.125889,23.17168,22.81473,22.634851,19.619572,21.058195,0.090020695,0.082346162,0.079727417,0.084417065,0.023682514,0.07528589
24.125889,23.17168,22.81473,22.634851,19.619572,21.058195,0.090020695,0.082346162,0.079727417,0.084417065,0.023682514,0.07528589
24.125889,23.17168,22.81473,22.634851,19.619572,21.058195,0.090020695,0.082346162,0.079727417,0.084417065,0.023682514,0.07528589
24.131237,23.178915,22.820391,22.640512,19.620829,21.061182,0.090347681,0.082787346,0.080078215,0.084810432,0.024354529,0.075692782
24.131237,23.178915,22.820391,22.640512,19.620829,21.061182,0.090347681,0.082787346,0.080078215,0.084810432,0.024354529,0.075692782
24.131237,23.178915,22.820391,22.640512,19.620829,21.061182,0.090347681,0.082787346,0.080078215,0.084810432,0.024354529,0.075692782
24.138474,23.18615,22.828094,22.645859,19.620829,21.065582,0.090790165,0.083228531,0.080555551,0.085181979,0.024354529,0.076292154
24.138474,23.18615,22.828094,22.645859,19.620829,21.065582,0.090790165,0.083228531,0.080555551,0.085181979,0.024354529,0.076292154
24.138474,23.18615,22.828094,22.645859,19.620829,21.065582,0.090790165,0.083228531,0.080555551,0.085181979,0.024354529,0.076292154
24.145237,23.191025,22.833126,22.651518,19.620201,21.069668,0.091203667,0.083525804,0.080867372,0.085575206,0.024018789,0.076848753
24.145237,23.191025,22.833126,22.651518,19.620201,21.069668,0.091203667,0.083525804,0.080867372,0.085575206,0.024018789,0.076848753
24.145237,23.191025,22.833126,22.651518,19.620201,21.069668,0.091203667,0.083525804,0.080867372,0.085575206,0.024018789,0.076848753
24.151215,23.197943,22.839573,22.657179,19.622086,21.073755,0.091569172,0.083947657,0.081266876,0.085968573,0.025026544,0.077405488
24.151215,23.197943,22.839573,22.657179,19.622086,21.073755,0.091569172,0.083947657,0.081266876,0.085968573,0.025026544,0.077405488
24.151215,23.197943,22.839573,22.657179,19.622086,21.073755,0.091569172,0.083947657,0.081266876,0.085968573,0.025026544,0.077405488
24.157978,23.203762,22.84602,22.66221,19.621458,21.077526,0.091982675,0.084302495,0.081666381,0.086318162,0.024690804,0.077919177
24.157978,23.203762,22.84602,22.66221,19.621458,21.077526,0.091982675,0.084302495,0.081666381,0.086318162,0.024690804,0.077919177
24.157978,23.203762,22.84602,22.66221,19.621458,21.077526,0.091982675,0.084302495,0.081666381,0.086318162,0.024690804,0.077919177
24.16427,23.208637,22.852152,22.6696,19.6224,21.084127,0.092367379,0.084599768,0.082046366,0.086831672,0.025194414,0.078818371
24.16427,23.208637,22.852152,22.6696,19.6224,21.084127,0.092367379,0.084599768,0.082046366,0.086831672,0.025194414,0.078818371
24.16427,23.208637,22.852152,22.6696,19.6224,21.084127,0.092367379,0.084599768,0.082046366,0.086831672,0.025194414,0.078818371
24.190226,23.23254,22.875738,22.691456,19.623028,21.104872,0.093954376,0.086057353,0.083507932,0.088350381,0.025530154,0.081644274
24.190226,23.23254,22.875738,22.691456,19.623028,21.104872,0.093954376,0.086057353,0.083507932,0.088350381,0.025530154,0.081644274
24.190226,23.23254,22.875738,22.691456,19.623028,21.104872,0.093954376,0.086057353,0.083507932,0.088350381,0.025530154,0.081644274
24.194944,23.240561,22.882185,22.697432,19.623814,21.111158,0.094242843,0.086546466,0.083907437,0.088765636,0.025950364,0.082500558
24.194944,23.240561,22.882185,22.697432,19.623814,21.111158,0.094242843,0.086546466,0.083907437,0.088765636,0.025950364,0.082500558
24.194944,23.240561,22.882185,22.697432,19.623814,21.111158,0.094242843,0.086546466,0.083907437,0.088765636,0.025950364,0.082500558
24.194944,23.240561,22.882185,22.697432,19.623814,21.111158,0.094242843,0.086546466,0.083907437,0.088765636,0.025950364,0.082500558
24.202023,23.246222,22.888475,22.70372,19.624599,21.11603,0.094675666,0.086891669,0.084297212,0.089202571,0.026370039,0.083164226
24.202023,23.246222,22.888475,22.70372,19.624599,21.11603,0.094675666,0.086891669,0.084297212,0.089202571,0.026370039,0.083164226
24.202023,23.246222,22.888475,22.70372,19.624599,21.11603,0.094675666,0.086891669,0.084297212,0.089202571,0.026370039,0.083164226
24.208158,23.252041,22.893978,22.708281,19.625385,21.120903,0.095050771,0.087246507,0.08463822,0.089519501,0.026790249,0.083828031
24.208158,23.252041,22.893978,22.708281,19.625385,21.120903,0.095050771,0.087246507,0.08463822,0.089519501,0.026790249,0.083828031
24.208158,23.252041,22.893978,22.708281,19.625385,21.120903,0.095050771,0.087246507,0.08463822,0.089519501,0.026790249,0.083828031
24.214766,23.257858,22.899483,22.713783,19.624756,21.128447,0.095454796,0.087601222,0.084979351,0.089901819,0.026453974,0.084855681
24.214766,23.257858,22.899483,22.713783,19.624756,21.128447,0.095454796,0.087601222,0.084979351,0.089901819,0.026453974,0.084855681
24.214766,23.257858,22.899483,22.713783,19.624756,21.128447,0.095454796,0.087601222,0.084979351,0.089901819,0.026453974,0.084855681
24.221373,23.263206,22.906559,22.719915,19.624599,21.134104,0.09585876,0.087927339,0.085417833,0.090327914,0.026370039,0.085626283
24.221373,23.263206,22.906559,22.719915,19.624599,21.134104,0.09585876,0.087927339,0.085417833,0.090327914,0.026370039,0.085626283
24.221373,23.263206,22.906559,22.719915,19.624599,21.134104,0.09585876,0.087927339,0.085417833,0.090327914,0.026370039,0.085626283
24.228292,23.270754,22.913477,22.726204,19.625856,21.142904,0.096281801,0.088387609,0.085846524,0.090764918,0.027042054,0.086825027
24.228292,23.270754,22.913477,22.726204,19.625856,21.142904,0.096281801,0.088387609,0.085846524,0.090764918,0.027042054,0.086825027
24.228292,23.270754,22.913477,22.726204,19.625856,21.142904,0.096281801,0.088387609,0.085846524,0.090764918,0.027042054,0.086825027
24.228292,23.270754,22.913477,22.726204,19.625856,21.142904,0.096281801,0.088387609,0.085846524,0.090764918,0.027042054,0.086825027
24.233957,23.2761,22.918037,22.732494,19.625542,21.147619,0.096628169,0.088713604,0.086129096,0.091201992,0.026874184,0.087467309
24.233957,23.2761,22.918037,22.732494,19.625542,21.147619,0.096628169,0.088713604,0.086129096,0.091201992,0.026874184,0.087467309
24.233957,23.2761,22.918037,22.732494,19.625542,21.147619,0.096628169,0.088713604,0.086129096,0.091201992,0.026874184,0.087467309
24.239462,23.282078,22.925426,22.739098,19.625856,21.152964,0.096964755,0.089078137,0.086586974,0.091660884,0.027042054,0.088195409
24.239462,23.282078,22.925426,22.739098,19.625856,21.152964,0.096964755,0.089078137,0.086586974,0.091660884,0.027042054,0.088195409
24.239462,23.282078,22.925426,22.739098,19.625856,21.152964,0.096964755,0.089078137,0.086586974,0.091660884,0.027042054,0.088195409
24.24654,23.288681,22.931087,22.74523,19.627113,21.161608,0.097397517,0.089480782,0.086937773,0.092086979,0.027714069,0.089372903
24.755779,23.775442,23.423773,23.204391,19.667171,21.52577,0.128533317,0.119163047,0.117468304,0.123992733,0.049129802,0.138979381
24.755779,23.775442,23.423773,23.204391,19.667171,21.52577,0.128533317,0.119163047,0.117468304,0.123992733,0.049129802,0.138979381
24.755779,23.775442,23.423773,23.204391,19.667171,21.52577,0.128533317,0.119163047,0.117468304,0.123992733,0.049129802,0.138979381
24.761444,23.781733,23.430849,23.208794,19.668114,21.529543,0.128879686,0.119546666,0.117906787,0.124298684,0.049633947,0.139493343
24.761444,23.781733,23.430849,23.208794,19.668114,21.529543,0.128879686,0.119546666,0.117906787,0.124298684,0.049633947,0.139493343
24.761444,23.781733,23.430849,23.208794,19.668114,21.529543,0.128879686,0.119546666,0.117906787,0.124298684,0.049633947,0.139493343
24.768209,23.789282,23.436354,23.215242,19.669056,21.534573,0.12929331,0.120006998,0.118247918,0.124746737,0.050137557,0.140178534
24.768209,23.789282,23.436354,23.215242,19.669056,21.534573,0.12929331,0.120006998,0.118247918,0.124746737,0.050137557,0.140178534
24.768209,23.789282,23.436354,23.215242,19.669056,21.534573,0.12929331,0.120006998,0.118247918,0.124746737,0.050137557,0.140178534
24.773243,23.794001,23.4417,23.221689,19.667799,21.53866,0.129601098,0.120294759,0.118579196,0.12519472,0.049465542,0.140735269
24.773243,23.794001,23.4417,23.221689,19.667799,21.53866,0.129601098,0.120294759,0.118579196,0.12519472,0.049465542,0.140735269
24.773243,23.794001,23.4417,23.221689,19.667799,21.53866,0.129601098,0.120294759,0.118579196,0.12519472,0.049465542,0.140735269
24.773243,23.794001,23.4417,23.221689,19.667799,21.53866,0.129601098,0.120294759,0.118579196,0.12519472,0.049465542,0.140735269
24.779537,23.798563,23.447834,23.226879,19.669056,21.544319,0.129985925,0.120572945,0.118959305,0.125555358,0.050137557,0.141506143
24.779537,23.798563,23.447834,23.226879,19.669056,21.544319,0.129985925,0.120572945,0.118959305,0.125555358,0.050137557,0.141506143
24.779537,23.798563,23.447834,23.226879,19.669056,21.544319,0.129985925,0.120572945,0.118959305,0.125555358,0.050137557,0.141506143
24.785044,23.807371,23.452553,23.230654,19.668741,21.54809,0.130322633,0.12111005,0.11925173,0.125817672,0.049969153,0.142019832
24.785044,23.807371,23.452553,23.230654,19.668741,21.54809,0.130322633,0.12111005,0.11925173,0.125817672,0.049969153,0.142019832
24.785044,23.807371,23.452553,23.230654,19.668741,21.54809,0.130322633,0.12111005,0.11925173,0.125817672,0.049969153,0.142019832
24.79228,23.811932,23.460573,23.237886,19.669527,21.554691,0.130765055,0.121388175,0.119748709,0.126320202,0.050389362,0.142919026
24.79228,23.811932,23.460573,23.237886,19.669527,21.554691,0.130765055,0.121388175,0.119748709,0.126320202,0.050389362,0.142919026
24.79228,23.811932,23.460573,23.237886,19.669527,21.554691,0.130765055,0.121388175,0.119748709,0.126320202,0.050389362,0.142919026
24.797316,23.817436,23.465763,23.24229,19.670156,21.56035,0.131072965,0.121723805,0.120070321,0.126626223,0.050725637,0.1436899
24.797316,23.817436,23.465763,23.24229,19.670156,21.56035,0.131072965,0.121723805,0.120070321,0.126626223,0.050725637,0.1436899
24.797316,23.817436,23.465763,23.24229,19.670156,21.56035,0.131072965,0.121723805,0.120070321,0.126626223,0.050725637,0.1436899
24.801563,23.824043,23.473154,23.248581,19.670313,21.56601,0.131332634,0.122126694,0.120528323,0.127063367,0.050809572,0.144460911
24.801563,23.824043,23.473154,23.248581,19.670313,21.56601,0.131332634,0.122126694,0.120528323,0.127063367,0.050809572,0.144460911
24.801563,23.824043,23.473154,23.248581,19.670313,21.56601,0.131332634,0.122126694,0.120528323,0.127063367,0.050809572,0.144460911
24.801563,23.824043,23.473154,23.248581,19.670313,21.56601,0.131332634,0.122126694,0.120528323,0.127063367,0.050809572,0.144460911
24.808014,23.829075,23.476458,23.253927,19.669998,21.570724,0.13172706,0.122433541,0.120733063,0.127434844,0.050641168,0.145103056
24.825163,23.847794,23.495329,23.270754,19.672983,21.590372,0.132775581,0.123575009,0.121902453,0.128604103,0.052237003,0.147779524
24.830513,23.854084,23.500992,23.2761,19.672827,21.595087,0.13310269,0.123958568,0.122253375,0.128975581,0.052153602,0.148421806
24.830513,23.854084,23.500992,23.2761,19.672827,21.595087,0.13310269,0.123958568,0.122253375,0.128975581,0.052153602,0.148421806
24.830513,23.854084,23.500992,23.2761,19.672827,21.595087,0.13310269,0.123958568,0.122253375,0.128975581,0.052153602,0.148421806
24.830513,23.854084,23.500992,23.2761,19.672827,21.595087,0.13310269,0.123958568,0.122253375,0.128975581,0.052153602,0.148421806
24.839008,23.858646,23.506496,23.282234,19.672197,21.602318,0.13362209,0.124236755,0.122594444,0.129401815,0.051816793,0.149406819
24.839008,23.858646,23.506496,23.282234,19.672197,21.602318,0.13362209,0.124236755,0.122594444,0.129401815,0.051816793,0.149406819
24.839008,23.858646,23.506496,23.282234,19.672197,21.602318,0.13362209,0.124236755,0.122594444,0.129401815,0.051816793,0.149406819
24.843729,23.864937,23.513573,23.287739,19.674555,21.610491,0.13391074,0.124620374,0.123032988,0.129784341,0.053077422,0.150520153
24.843729,23.864937,23.513573,23.287739,19.674555,21.610491,0.13391074,0.124620374,0.123032988,0.129784341,0.053077422,0.150520153
24.843729,23.864937,23.513573,23.287739,19.674555,21.610491,0.13391074,0.124620374,0.123032988,0.129784341,0.053077422,0.150520153
24.848606,23.870914,23.51955,23.292929,19.673454,21.61615,0.134208929,0.124984847,0.123403368,0.130144979,0.052488808,0.151291027
24.848606,23.870914,23.51955,23.292929,19.673454,21.61615,0.134208929,0.124984847,0.123403368,0.130144979,0.052488808,0.151291027
24.848606,23.870914,23.51955,23.292929,19.673454,21.61615,0.134208929,0.124984847,0.123403368,0.130144979,0.052488808,0.151291027
24.855057,23.877048,23.524267,23.299061,19.675812,21.62291,0.134603355,0.125358893,0.123695669,0.130571074,0.053749437,0.15221188
24.855057,23.877048,23.524267,23.299061,19.675812,21.62291,0.134603355,0.125358893,0.123695669,0.130571074,0.053749437,0.15221188
24.855057,23.877048,23.524267,23.299061,19.675812,21.62291,0.134603355,0.125358893,0.123695669,0.130571074,0.053749437,0.15221188
24.861351,23.883341,23.531345,23.305195,19.675497,21.62904,0.134988182,0.125742634,0.124134275,0.130997308,0.053581033,0.153046914
24.861351,23.883341,23.531345,23.305195,19.675497,21.62904,0.134988182,0.125742634,0.124134275,0.130997308,0.053581033,0.153046914
24.861351,23.883341,23.531345,23.305195,19.675497,21.62904,0.134988182,0.125742634,0.124134275,0.130997308,0.053581033,0.153046914
24.861351,23.883341,23.531345,23.305195,19.675497,21.62904,0.134988182,0.125742634,0.124134275,0.130997308,0.053581033,0.153046914
24.867487,23.890419,23.537636,23.309597,19.677069,21.635956,0.135363348,0.126174245,0.124524113,0.13130319,0.054421452,0.153989018
24.867487,23.890419,23.537636,23.309597,19.677069,21.635956,0.135363348,0.126174245,0.124524113,0.13130319,0.054421452,0.153989018
24.867487,23.890419,23.537636,23.309597,19.677069,21.635956,0.135363348,0.126174245,0.124524113,0.13130319,0.054421452,0.153989018
24.87315,23.895765,23.541882,23.316832,19.676125,21.642714,0.135709594,0.126500239,0.124787227,0.131805929,0.053916773,0.154909599
24.87315,23.895765,23.541882,23.316832,19.676125,21.642714,0.135709594,0.126500239,0.124787227,0.131805929,0.053916773,0.154909599
24.87315,23.895765,23.541882,23.316832,19.676125,21.642714,0.135709594,0.126500239,0.124787227,0.131805929,0.053916773,0.154909599
24.878185,23.902214,23.547701,23.322178,19.677225,21.650103,0.136017443,0.126893494,0.125147816,0.132177407,0.054504853,0.155916135
24.878185,23.902214,23.547701,23.322178,19.677225,21.650103,0.136017443,0.126893494,0.125147816,0.132177407,0.054504853,0.155916135
24.878185,23.902214,23.547701,23.322178,19.677225,21.650103,0.136017443,0.126893494,0.125147816,0.132177407,0.054504853,0.155916135
25.33811,24.34832,24.004927,23.738323,19.739277,22.008659,0.164138096,0.154096651,0.153480979,0.161094105,0.087678977,0.204758959
25.33811,24.34832,24.004927,23.738323,19.739277,22.008659,0.164138096,0.154096651,0.153480979,0.161094105,0.087678977,0.204758959
25.341887,24.353039,24.010433,23.744772,19.737392,22.014633,0.164369028,0.154384412,0.153822172,0.161542227,0.086671222,0.205572743
25.341887,24.353039,24.010433,23.744772,19.737392,22.014633,0.164369028,0.154384412,0.153822172,0.161542227,0.086671222,0.205572743
25.341887,24.353039,24.010433,23.744772,19.737392,22.014633,0.164369028,0.154384412,0.153822172,0.161542227,0.086671222,0.205572743
25.34881,24.360432,24.016567,23.750433,19.737549,22.018564,0.164792313,0.154835231,0.154202281,0.161935593,0.086755157,0.206108227
25.34881,24.360432,24.016567,23.750433,19.737549,22.018564,0.164792313,0.154835231,0.154202281,0.161935593,0.086755157,0.206108227
25.34881,24.360432,24.016567,23.750433,19.737549,22.018564,0.164792313,0.154835231,0.154202281,0.161935593,0.086755157,0.206108227
25.353531,24.364679,24.022072,23.755152,19.737392,22.024065,0.165080964,0.155094209,0.154543412,0.162263502,0.086671222,0.206857578
25.353531,24.364679,24.022072,23.755152,19.737392,22.024065,0.165080964,0.155094209,0.154543412,0.162263502,0.086671222,0.206857578
25.353531,24.364679,24.022072,23.755152,19.737392,22.024065,0.165080964,0.155094209,0.154543412,0.162263502,0.086671222,0.206857578
25.353531,24.364679,24.022072,23.755152,19.737392,22.024065,0.165080964,0.155094209,0.154543412,0.162263502,0.086671222,0.206857578
25.359352,24.369715,24.028049,23.761129,19.738962,22.029568,0.16543687,0.1554013,0.154913792,0.162678827,0.087510572,0.207607202
25.359352,24.369715,24.028049,23.761129,19.738962,22.029568,0.16543687,0.1554013,0.154913792,0.162678827,0.087510572,0.207607202
25.359352,24.369715,24.028049,23.761129,19.738962,22.029568,0.16543687,0.1554013,0.154913792,0.162678827,0.087510572,0.207607202
25.364231,24.376637,24.033869,23.764746,19.736763,22.03224,0.165735181,0.155823398,0.155274443,0.162930161,0.086334947,0.207971184
25.364231,24.376637,24.033869,23.764746,19.736763,22.03224,0.165735181,0.155823398,0.155274443,0.162930161,0.086334947,0.207971184
25.364231,24.376637,24.033869,23.764746,19.736763,22.03224,0.165735181,0.155823398,0.155274443,0.162930161,0.086334947,0.207971184
25.368793,24.381512,24.040161,23.770565,19.736921,22.038685,0.16601411,0.156120671,0.155664343,0.163334507,0.086419416,0.208849128
25.368793,24.381512,24.040161,23.770565,19.736921,22.038685,0.16601411,0.156120671,0.155664343,0.163334507,0.086419416,0.208849128
25.368793,24.381512,24.040161,23.770565,19.736921,22.038685,0.16601411,0.156120671,0.155664343,0.163334507,0.086419416,0.208849128
25.374773,24.388592,24.043936,23.775913,19.737078,22.044031,0.166379738,0.156552403,0.15589827,0.163706124,0.086503352,0.209577365
25.374773,24.388592,24.043936,23.775913,19.737078,22.044031,0.166379738,0.156552403,0.15589827,0.163706124,0.086503352,0.209577365
25.374773,24.388592,24.043936,23.775913,19.737078,22.044031,0.166379738,0.156552403,0.15589827,0.163706124,0.086503352,0.209577365
25.381069,24.393469,24.051329,23.780632,19.735821,22.050632,0.166764687,0.156849798,0.156356396,0.164034033,0.085831337,0.210476559
25.381069,24.393469,24.051329,23.780632,19.735821,22.050632,0.166764687,0.156849798,0.156356396,0.164034033,0.085831337,0.210476559
25.381069,24.393469,24.051329,23.780632,19.735821,22.050632,0.166764687,0.156849798,0.156356396,0.164034033,0.085831337,0.210476559
25.381069,24.393469,24.051329,23.780632,19.735821,22.050632,0.166764687,0.156849798,0.156356396,0.164034033,0.085831337,0.210476559
25.386105,24.399603,24.055891,23.786451,19.735664,22.05409,0.167072597,0.157223844,0.156639092,0.164438378,0.085747401,0.210947611
25.386105,24.399603,24.055891,23.786451,19.735664,22.05409,0.167072597,0.157223844,0.156639092,0.164438378,0.085747401,0.210947611
25.40357,24.416435,24.073666,23.801708,19.734093,22.073586,0.168140439,0.158250245,0.157740565,0.165498543,0.084907516,0.213603374
25.40357,24.416435,24.073666,23.801708,19.734093,22.073586,0.168140439,0.158250245,0.157740565,0.165498543,0.084907516,0.213603374
